id,user,uid,version,changeset,timestamp
10937008,dmgroom_ct,437598,4,10122513,2011-12-15T09:26:56Z
10937057,katpatuka,17497,2,839376,2009-01-26T15:45:20Z
10937169,dmgroom_ct,437598,4,10122513,2011-12-15T09:26:56Z
10937242,naoliv,463507,4,43435610,2016-11-06T07:02:04Z
10938258,ThiagoPv,502691,6,34299384,2015-09-28T09:25:01Z
10938269,erickdeoliveiraleal,463504,7,44180882,2016-12-05T11:37:06Z
10938273,Joao Carreiro,12910,2,7697519,2011-03-28T16:12:51Z
10938276,GSC,371376,70,42561399,2016-10-01T11:29:58Z
10938336,ThiagoPv,502691,6,41555094,2016-08-19T12:22:14Z
10938381,lmpinto,7396,2,646118,2008-01-16T10:56:06Z
10938388,erickdeoliveiraleal,463504,5,21109671,2014-03-15T01:31:13Z
10938433,naoliv,463507,21,43435610,2016-11-06T07:02:12Z
10938441,Skippern,31385,4,13566738,2012-10-20T12:40:18Z
10938445,erickdeoliveiraleal,463504,9,44180882,2016-12-05T11:37:06Z
10938450,MDENDENA,349620,7,21655742,2014-04-12T23:28:16Z
10938462,naoliv,463507,13,43435610,2016-11-06T07:02:12Z
10938493,Sturm br,604619,4,45962825,2017-02-10T03:31:18Z
10938512,naoliv,463507,15,43435610,2016-11-06T07:02:13Z
10938526,patodiez,1856060,4,41456527,2016-08-14T23:35:22Z
10938554,naoliv,463507,9,43435610,2016-11-06T07:02:13Z
10938579,Lucas Marques,1208664,10,19419869,2013-12-12T20:15:35Z
10938595,naoliv,463507,16,43435610,2016-11-06T07:02:14Z
10938597,Tom_Holland,574654,11,40276162,2016-06-25T06:10:32Z
10938599,Skippern,31385,2,13566738,2012-10-20T12:40:34Z
10938645,adrianojbr,2339960,19,41604669,2016-08-22T02:09:04Z
10938649,Sturm br,604619,4,45962825,2017-02-10T03:31:21Z
10938652,tarta,962387,16,28832919,2015-02-14T00:15:20Z
10938668,PkBuzios,5602165,4,47416220,2017-04-03T15:31:50Z
10938673,Sturm br,604619,4,45975072,2017-02-10T14:20:42Z
10938690,ThiagoPv,502691,42,41555094,2016-08-19T12:22:10Z
10938699,naoliv,463507,13,43435610,2016-11-06T07:02:19Z
10938723,ThiagoPv,502691,6,34321897,2015-09-29T10:43:38Z
10938731,Sturm br,604619,4,45962825,2017-02-10T03:31:19Z
10938738,erickdeoliveiraleal,463504,5,42484344,2016-09-28T03:30:25Z
10938771,Alexandrecw,893594,3,23026337,2014-06-19T14:59:54Z
10938791,naoliv,463507,15,43435610,2016-11-06T07:02:20Z
10938837,PkBuzios,5602165,2,47416036,2017-04-03T15:24:27Z
10938855,erickdeoliveiraleal,463504,5,44180882,2016-12-05T11:37:06Z
10938884,erickdeoliveiraleal,463504,4,42484344,2016-09-28T03:30:24Z
10938894,Thundercel,82797,20,24435503,2014-07-30T04:53:47Z
10938937,Sturm br,604619,4,45962825,2017-02-10T03:31:19Z
10938959,naoliv,463507,13,43435610,2016-11-06T07:02:20Z
10938987,bmog,65432,3,7263634,2011-02-12T11:26:05Z
10939053,Skippern,31385,2,13566738,2012-10-20T12:40:36Z
10939056,erickdeoliveiraleal,463504,5,42484344,2016-09-28T03:30:26Z
10939063,erickdeoliveiraleal,463504,8,44180882,2016-12-05T11:37:07Z
10939090,erickdeoliveiraleal,463504,3,21109671,2014-03-15T01:31:15Z
10939096,Alexandrecw,893594,5,23018806,2014-06-19T08:14:44Z
10939099,Skippern,31385,2,13566738,2012-10-20T12:40:29Z
10939101,Cruzeirense,97327,8,24225500,2014-07-18T17:06:27Z
10939124,ftrebien,401472,6,21468652,2014-04-03T03:13:17Z
10939129,erickdeoliveiraleal,463504,4,21109671,2014-03-15T01:27:50Z
10939147,naoliv,463507,13,43435610,2016-11-06T07:02:20Z
10939179,Skippern,31385,3,13566738,2012-10-20T12:40:14Z
10939205,tarta,962387,7,28832919,2015-02-14T00:15:20Z
10939292,Fidelis Assis,1675654,9,17184620,2013-08-01T20:42:30Z
10939316,GSC,371376,8,42561342,2016-10-01T11:24:52Z
10939346,naoliv,463507,20,43435610,2016-11-06T07:02:20Z
10939355,bmog,65432,3,7263268,2011-02-12T10:44:49Z
10939358,naoliv,463507,20,43435610,2016-11-06T07:02:21Z
10939381,PauloCarvalhoRJ,1483068,4,19814935,2014-01-04T23:00:39Z
10939382,erickdeoliveiraleal,463504,7,44180882,2016-12-05T11:37:08Z
10939403,dmgroom_ct,437598,3,22544846,2014-05-25T15:09:31Z
10939410,monotov,1510441,2,17037675,2013-07-21T15:57:50Z
10939458,erickdeoliveiraleal,463504,19,24109981,2014-07-12T22:33:00Z
10939470,naoliv,463507,17,43435610,2016-11-06T07:02:22Z
10939483,bmog,65432,2,7263268,2011-02-12T10:44:42Z
10939496,Sturm br,604619,4,45962825,2017-02-10T03:31:19Z
10939520,Sturm br,604619,4,45962825,2017-02-10T03:31:20Z
10939561,ThiagoPv,502691,3,34037151,2015-09-15T10:20:22Z
13237075,Márcio Vínícius Pinheiro,69210,38,26853382,2014-11-17T21:44:19Z
14035258,sakudo,52766,2,27416937,2014-12-12T09:15:34Z
16092972,Skippern,31385,7,25130592,2014-08-31T05:31:50Z
16093162,Skippern,31385,9,25130592,2014-08-31T05:31:33Z
16093257,wille,360183,4,29914440,2015-04-01T20:21:08Z
16093328,Skippern,31385,5,25130592,2014-08-31T05:31:31Z
16093400,wille,360183,4,29914440,2015-04-01T20:21:08Z
16093520,Márcio Vínícius Pinheiro,69210,20,26853382,2014-11-17T21:44:16Z
16093540,Márcio Vínícius Pinheiro,69210,21,26853382,2014-11-17T21:44:16Z
16093616,Skippern,31385,3,25130592,2014-08-31T05:31:28Z
16109882,Alexandrecw,893594,21,24197154,2014-07-17T09:08:33Z
16116429,John MacPeek,17063,2,259636,2007-12-11T18:50:45Z
16116500,Márcio Vínícius Pinheiro,69210,2,26853382,2014-11-17T21:44:18Z
16116654,John MacPeek,17063,5,259636,2007-12-11T18:52:03Z
16116695,John MacPeek,17063,2,259636,2007-12-11T18:49:09Z
16116769,Ricardo Mitidieri,2783588,4,43389883,2016-11-03T21:01:24Z
16116816,John MacPeek,17063,4,259636,2007-12-11T18:53:25Z
16116959,John MacPeek,17063,1,259636,2007-12-11T18:52:01Z
16116960,Rodrigo Avila,122555,2,5042414,2010-06-21T12:38:04Z
16117038,John MacPeek,17063,2,259636,2007-12-11T18:53:36Z
16135695,ThiagoPv,502691,13,41555679,2016-08-19T12:53:35Z
16135719,ThiagoPv,502691,22,41555547,2016-08-19T12:47:07Z
16136083,Thundercel,82797,35,40267479,2016-06-24T17:26:15Z
16136911,ThiagoPv,502691,17,35813841,2015-12-07T19:39:04Z
16136998,Geaquinto,481662,13,40425046,2016-07-01T18:47:49Z
16137169,erickdeoliveiraleal,463504,12,40030000,2016-06-15T03:02:03Z
16137613,ThiagoPv,502691,12,41555679,2016-08-19T12:53:34Z
16137933,erickdeoliveiraleal,463504,28,40800761,2016-07-17T15:41:47Z
16138315,Geaquinto,481662,18,40425046,2016-07-01T18:38:08Z
16139309,Geaquinto,481662,14,40425046,2016-07-01T18:38:11Z
16139511,Geaquinto,481662,19,40425046,2016-07-01T18:38:11Z
16139861,ftrebien,401472,40,21468652,2014-04-03T03:02:12Z
16140308,ThiagoPv,502691,16,41555679,2016-08-19T12:53:36Z
16140419,ThiagoPv,502691,19,41555679,2016-08-19T12:53:36Z
16140674,Skippern,31385,32,39960476,2016-06-11T20:54:08Z
16141221,Skippern,31385,25,39906849,2016-06-09T11:55:05Z
16141448,ThiagoPv,502691,17,41555679,2016-08-19T12:53:36Z
16141549,Geaquinto,481662,16,40425046,2016-07-01T18:47:50Z
16141737,Thundercel,82797,11,30038677,2015-04-07T12:45:21Z
16141814,Geaquinto,481662,12,40425046,2016-07-01T18:39:56Z
16225212,Skippern,31385,5,38081380,2016-03-26T12:15:38Z
16225430,Filipe Fonseca,2978558,19,32084057,2015-06-19T20:55:33Z
16225510,Skippern,31385,8,38081380,2016-03-26T12:14:58Z
16226002,Skippern,31385,10,38081380,2016-03-26T12:14:54Z
16226055,erickdeoliveiraleal,463504,10,42743954,2016-10-08T22:42:15Z
16226092,Skippern,31385,7,38081380,2016-03-26T12:14:54Z
16714294,John MacPeek,17063,1,324043,2007-12-16T09:47:53Z
16716097,Skippern,31385,11,36848245,2016-01-28T00:25:48Z
16716225,Geaquinto,481662,15,40425768,2016-07-01T19:17:26Z
16725479,Geaquinto,481662,16,13514829,2012-10-16T06:51:54Z
16771585,Geaquinto,481662,22,40425046,2016-07-01T18:38:12Z
16772838,Helio Coutinho,1819774,22,19242732,2013-12-02T22:36:47Z
16773781,MelPC,1753437,7,18019123,2013-09-25T00:51:27Z
16773857,MelPC,1753437,7,18019123,2013-09-25T00:51:27Z
16775996,Skippern,31385,7,36848245,2016-01-28T00:28:04Z
16776221,ThiagoPv,502691,12,34321897,2015-09-29T10:43:49Z
16776546,ThiagoPv,502691,11,34321897,2015-09-29T10:43:49Z
16776663,ThiagoPv,502691,7,34321897,2015-09-29T10:43:49Z
16776860,Skippern,31385,19,36848245,2016-01-28T00:24:44Z
16776987,Geaquinto,481662,27,40425768,2016-07-01T19:17:21Z
16777012,Geaquinto,481662,10,40425768,2016-07-01T19:17:27Z
17969515,patodiez,1856060,6,35080657,2015-11-04T14:59:04Z
23954561,Thundercel,82797,18,47069704,2017-03-22T14:10:14Z
23954562,Thundercel,82797,14,47052258,2017-03-21T21:45:28Z
24015088,ftrebien,401472,21,21467730,2014-04-03T00:04:01Z
24015089,LucFreitas,2173970,10,36918478,2016-01-31T15:12:14Z
24649671,ThiagoPv,502691,20,32401637,2015-07-04T01:18:07Z
24649673,Helio Coutinho,1819774,9,20856427,2014-03-01T23:52:16Z
24649676,abel801,2377377,15,31383706,2015-05-22T20:54:22Z
24649677,ThiagoPv,502691,40,32401637,2015-07-04T01:18:07Z
27294255,Helio Coutinho,1819774,11,22033523,2014-04-29T23:22:07Z
27294259,Nighto,12293,1,695838,2008-09-25T03:40:45Z
27294261,erickdeoliveiraleal,463504,9,24109981,2014-07-12T22:31:44Z
27294263,Nighto,12293,2,695838,2008-09-25T03:48:19Z
27294275,Alexandrecw,893594,9,15165795,2013-02-25T20:00:06Z
27294294,Nighto,12293,2,5466414,2010-08-11T19:43:47Z
27294295,Nighto,12293,4,5703008,2010-09-06T21:23:26Z
27294326,Nighto,12293,3,5703008,2010-09-06T21:23:26Z
27294331,Helio Coutinho,1819774,23,20974826,2014-03-07T18:28:59Z
27294338,Nighto,12293,11,5466414,2010-08-11T19:43:45Z
27294342,Nighto,12293,11,695838,2008-09-25T04:34:20Z
27294346,Nighto,12293,2,695838,2008-09-25T03:59:31Z
27294348,martimsilva,215964,2,4334487,2010-04-05T15:20:33Z
27294350,martimsilva,215964,2,4334487,2010-04-05T15:20:31Z
27294353,Helio Coutinho,1819774,13,20800719,2014-02-27T00:09:20Z
27294355,Helio Coutinho,1819774,4,20800715,2014-02-27T00:08:28Z
27294359,Alexandrecw,893594,5,14952071,2013-02-08T04:19:17Z
27294361,TrevorInserts,1854688,6,20292932,2014-01-31T00:32:48Z
27294362,Alexandrecw,893594,9,13520657,2012-10-16T15:41:20Z
27294379,Alexandrecw,893594,4,14952071,2013-02-08T04:19:17Z
27294381,martimsilva,215964,2,4334487,2010-04-05T15:20:32Z
27294386,Helio Coutinho,1819774,6,20543161,2014-02-13T15:20:03Z
27294390,patodiez,1856060,4,41457227,2016-08-15T00:49:19Z
27294391,Nighto,12293,2,695838,2008-09-25T04:10:12Z
27294394,Helio Coutinho,1819774,6,21999381,2014-04-28T11:25:32Z
27294397,martimsilva,215964,4,4334487,2010-04-05T15:20:32Z
27294400,martimsilva,215964,6,4334487,2010-04-05T15:20:33Z
27294402,Alexandrecw,893594,3,14952071,2013-02-08T04:19:17Z
27294403,Nighto,12293,1,695838,2008-09-25T04:13:06Z
27294406,Nighto,12293,3,5703008,2010-09-06T21:23:24Z
27294411,Helio Coutinho,1819774,3,21983425,2014-04-27T17:48:59Z
27294417,Helio Coutinho,1819774,7,20549425,2014-02-13T22:01:51Z
27294420,Nighto,12293,5,5703008,2010-09-06T21:23:23Z
27294427,Nighto,12293,1,695838,2008-09-25T04:17:43Z
27294428,Nighto,12293,1,695838,2008-09-25T04:18:07Z
27294434,Helio Coutinho,1819774,15,20800715,2014-02-27T00:08:28Z
27294439,Nighto,12293,2,782520,2009-01-13T00:23:57Z
27294444,Nighto,12293,3,695838,2008-09-25T04:25:56Z
27294483,Nighto,12293,1,695838,2008-09-25T04:20:58Z
27294486,martimsilva,215964,2,4298637,2010-04-01T22:06:59Z
27294489,TrevorInserts,1854688,5,20292932,2014-01-31T00:32:49Z
27294494,Skippern,31385,11,3351273,2009-12-11T19:04:55Z
27294497,Nighto,12293,12,5466414,2010-08-11T19:43:42Z
27294509,Nighto,12293,2,695838,2008-09-25T04:25:35Z
27294510,Nighto,12293,2,782520,2009-01-13T00:24:07Z
27294513,Nighto,12293,3,782520,2009-01-13T00:24:12Z
27294515,patodiez,1856060,3,41457227,2016-08-15T00:49:19Z
27294517,martimsilva,215964,2,4298637,2010-04-01T22:07:00Z
27294518,martimsilva,215964,3,4298637,2010-04-01T22:07:02Z
27294521,martimsilva,215964,2,4298637,2010-04-01T22:07:03Z
27294522,Nighto,12293,1,695838,2008-09-25T04:29:14Z
27294524,martimsilva,215964,2,4298637,2010-04-01T22:06:53Z
27294529,Helio Coutinho,1819774,3,20334885,2014-02-02T14:21:24Z
27294534,martimsilva,215964,2,4298637,2010-04-01T22:07:07Z
27294536,martimsilva,215964,3,4298637,2010-04-01T22:07:08Z
27294537,Nighto,12293,3,5703008,2010-09-06T21:23:28Z
27294539,Nighto,12293,2,5466414,2010-08-11T19:43:45Z
27294541,patodiez,1856060,3,41457227,2016-08-15T00:49:19Z
27294543,Nighto,12293,2,5703008,2010-09-06T21:23:32Z
27294545,Nighto,12293,5,5703008,2010-09-06T21:23:31Z
27294547,Nighto,12293,3,5703008,2010-09-06T21:23:28Z
27294549,Nighto,12293,1,695838,2008-09-25T04:38:29Z
27294552,Skippern,31385,2,3351273,2009-12-11T19:06:18Z
27294554,Nighto,12293,1,695838,2008-09-25T04:39:23Z
27294588,Helio Coutinho,1819774,6,22023661,2014-04-29T13:53:18Z
27294589,ftrebien,401472,14,21467730,2014-04-03T00:12:50Z
27458742,jose seggia,1429023,17,20298659,2014-01-31T12:06:13Z
27458928,Caio,194079,21,34884662,2015-10-26T15:30:33Z
27459085,Alexandrecw,893594,15,13228545,2012-09-24T04:05:50Z
27459092,jose seggia,1429023,16,22452459,2014-05-20T19:10:42Z
27459106,Helio Coutinho,1819774,12,20299427,2014-01-31T13:08:53Z
27474439,CesarB,343426,20,24472755,2014-07-31T23:24:38Z
27474604,Fidelis Assis,1675654,17,27886500,2015-01-03T14:06:38Z
27474659,Carraretto,2242264,20,26417826,2014-10-29T17:41:46Z
27484051,erickdeoliveiraleal,463504,79,40908047,2016-07-20T22:23:31Z
27484073,erickdeoliveiraleal,463504,19,24109981,2014-07-12T22:32:42Z
27484225,Thundercel,82797,36,36202482,2015-12-27T18:15:34Z
27605024,MarcosCeia,1746977,6,17890216,2013-09-17T16:38:24Z
27605096,naoliv,463507,19,19520389,2013-12-18T18:50:18Z
27621555,Alexandrecw,893594,8,13190341,2012-09-21T01:51:08Z
27624175,naoliv,463507,11,19520389,2013-12-18T18:50:44Z
27624189,ThiagoPv,502691,15,41556778,2016-08-19T13:48:27Z
27624208,erickdeoliveiraleal,463504,9,24109981,2014-07-12T22:32:02Z
28538377,Rub21,510836,8,24278818,2014-07-21T18:08:08Z
28538405,Helio Coutinho,1819774,15,22829378,2014-06-09T12:44:37Z
29142348,Skippern,31385,7,39906849,2016-06-09T11:55:06Z
29142384,Skippern,31385,8,25239737,2014-09-05T02:46:47Z
29142415,Skippern,31385,7,25239737,2014-09-05T02:46:47Z
29142437,Skippern,31385,6,25239737,2014-09-05T02:46:45Z
29142447,Skippern,31385,6,25239737,2014-09-05T02:46:45Z
29142468,Skippern,31385,10,25239737,2014-09-05T02:46:48Z
29142854,Luis36995,1829683,23,27069444,2014-11-27T14:54:19Z
29142896,FelipeNDias,625914,12,29013203,2015-02-22T03:43:54Z
29143326,ftrebien,401472,21,21468652,2014-04-03T03:09:06Z
29143392,Alexandrecw,893594,8,22616344,2014-05-29T11:05:07Z
29143586,Helio Coutinho,1819774,7,19242230,2013-12-02T22:05:17Z
29143665,Skippern,31385,17,39906849,2016-06-09T11:55:12Z
29143757,Skippern,31385,8,39906849,2016-06-09T11:55:08Z
29143803,DiegoNoMapa,5156242,13,45313968,2017-01-19T23:51:55Z
29143881,Geaquinto,481662,14,24069868,2014-07-10T19:14:01Z
29143906,Helio Coutinho,1819774,3,19168379,2013-11-28T21:46:26Z
29143932,Skippern,31385,7,39906849,2016-06-09T11:55:12Z
29144061,ftrebien,401472,13,21468212,2014-04-03T01:21:28Z
29144090,Helio Coutinho,1819774,4,20761355,2014-02-24T23:19:38Z
29144647,Skippern,31385,12,25239737,2014-09-05T02:46:24Z
29144698,adrianojbr,2339960,9,40378863,2016-06-29T23:27:31Z
29144713,adrianojbr,2339960,8,40378863,2016-06-29T23:27:31Z
29144797,Helio Coutinho,1819774,5,20302321,2014-01-31T16:10:41Z
29144824,Helio Coutinho,1819774,15,21342431,2014-03-27T11:08:26Z
29144969,DiegoNoMapa,5156242,18,45314120,2017-01-20T00:05:15Z
29144987,Geaquinto,481662,14,24069868,2014-07-10T19:14:02Z
29145099,ftrebien,401472,16,21468652,2014-04-03T03:11:31Z
29145168,Eduardo Seixas,498144,12,11375185,2012-04-21T16:14:46Z
29145270,jose seggia,1429023,29,20714773,2014-02-22T14:43:53Z
29145626,Helio Coutinho,1819774,6,22436052,2014-05-20T01:14:27Z
29145649,Alexandrecw,893594,7,23210453,2014-06-27T10:21:37Z
29145800,Alexandrecw,893594,11,22548328,2014-05-25T18:21:59Z
29145823,Helio Coutinho,1819774,6,22436052,2014-05-20T01:14:28Z
29145838,Helio Coutinho,1819774,3,22436052,2014-05-20T01:14:28Z
29145931,Geaquinto,481662,6,13379860,2012-10-06T01:40:25Z
29145981,Geaquinto,481662,4,13379860,2012-10-06T01:40:25Z
29146055,ftrebien,401472,27,21468652,2014-04-03T03:17:58Z
29146141,Geaquinto,481662,40,13379860,2012-10-06T01:40:27Z
29146310,ftrebien,401472,8,21468652,2014-04-03T03:18:12Z
29146373,Geaquinto,481662,21,13379860,2012-10-06T01:40:27Z
29146387,Skippern,31385,9,25908938,2014-10-07T00:36:26Z
29146443,ThiagoPv,502691,12,32402167,2015-07-04T02:56:28Z
29146463,ThiagoPv,502691,7,32402167,2015-07-04T02:56:28Z
29146491,chdr,165869,5,13667943,2012-10-28T22:10:26Z
29146514,Helio Coutinho,1819774,3,22435995,2014-05-20T01:05:28Z
29146529,chdr,165869,4,13679797,2012-10-29T21:50:33Z
29146562,Alexandrecw,893594,13,23958373,2014-07-04T21:28:04Z
29146585,Alexandrecw,893594,6,23958373,2014-07-04T21:28:09Z
29146602,Alexandrecw,893594,5,23958373,2014-07-04T21:28:05Z
29146633,ThiagoPv,502691,6,32402167,2015-07-04T02:56:37Z
29146976,ftrebien,401472,8,21468652,2014-04-03T03:12:02Z
29147020,Helio Coutinho,1819774,5,22603649,2014-05-28T16:20:49Z
29147041,Helio Coutinho,1819774,7,22603649,2014-05-28T16:20:49Z
29147099,Helio Coutinho,1819774,3,22603649,2014-05-28T16:20:49Z
29147125,Helio Coutinho,1819774,5,22603649,2014-05-28T16:20:48Z
29147154,jose seggia,1429023,7,20969579,2014-03-07T13:45:32Z
29147242,Helio Coutinho,1819774,9,22603649,2014-05-28T16:20:51Z
29147246,jose seggia,1429023,7,21426140,2014-03-31T18:54:41Z
29147314,Skippern,31385,17,36848245,2016-01-28T00:27:40Z
29147331,Skippern,31385,15,36848245,2016-01-28T00:26:57Z
29147393,Skippern,31385,6,36848245,2016-01-28T00:27:39Z
29147871,Geaquinto,481662,3,13379860,2012-10-06T01:40:18Z
29147874,Geaquinto,481662,3,13379860,2012-10-06T01:40:18Z
29148423,ftrebien,401472,11,21468652,2014-04-03T03:12:01Z
29148447,Alexandrecw,893594,3,13172845,2012-09-19T17:26:05Z
29148497,ftrebien,401472,8,21468652,2014-04-03T03:05:33Z
29148535,Helio Coutinho,1819774,6,20856427,2014-03-01T23:52:16Z
29148543,Helio Coutinho,1819774,4,20856427,2014-03-01T23:52:15Z
29148576,Helio Coutinho,1819774,7,20856427,2014-03-01T23:52:16Z
29148606,dbusse,149876,5,37559875,2016-03-02T06:15:58Z
29148628,Helio Coutinho,1819774,5,19355832,2013-12-09T10:13:29Z
29148757,Alexandrecw,893594,4,13159117,2012-09-18T17:50:00Z
29148758,Alexandrecw,893594,10,29219677,2015-03-03T11:05:25Z
29148772,jose seggia,1429023,5,20831673,2014-02-28T17:46:33Z
29148784,ThiagoPv,502691,8,32401637,2015-07-04T01:18:09Z
29149225,ftrebien,401472,7,21468652,2014-04-03T03:12:06Z
29149244,Alexandrecw,893594,4,13324029,2012-10-01T15:58:49Z
29149342,Thundercel,82797,5,23910308,2014-07-03T23:43:29Z
29149370,ftrebien,401472,12,21468652,2014-04-03T03:08:21Z
29149428,Skippern,31385,5,25908938,2014-10-07T00:28:53Z
29149446,Alexandrecw,893594,13,23184961,2014-06-26T13:43:01Z
29149458,Helio Coutinho,1819774,8,20926758,2014-03-05T10:02:20Z
29149506,Helio Coutinho,1819774,11,20857047,2014-03-02T01:07:44Z
29149530,ftrebien,401472,13,21468652,2014-04-03T03:17:18Z
29149548,ftrebien,401472,9,21468652,2014-04-03T03:18:04Z
29149607,Nighto,12293,8,21429576,2014-03-31T22:15:30Z
29149981,ftrebien,401472,13,21468652,2014-04-03T03:13:06Z
29149996,Alexandrecw,893594,4,13323982,2012-10-01T15:54:50Z
29150051,Geaquinto,481662,5,13433250,2012-10-09T21:13:26Z
29150487,Helio Coutinho,1819774,13,20860362,2014-03-02T09:04:20Z
29150554,Nighto,12293,4,21430207,2014-03-31T23:20:41Z
29150590,Nighto,12293,5,21430207,2014-03-31T23:20:41Z
29150609,Helio Coutinho,1819774,4,21350903,2014-03-27T19:06:09Z
29150622,chdr,165869,2,13667093,2012-10-28T20:46:06Z
29150660,Helio Coutinho,1819774,5,20860362,2014-03-02T09:04:19Z
29150671,chdr,165869,4,13667093,2012-10-28T20:46:07Z
29150683,Helio Coutinho,1819774,3,20860362,2014-03-02T09:04:19Z
29150699,Helio Coutinho,1819774,3,20857224,2014-03-02T01:32:36Z
29150704,chdr,165869,2,13667093,2012-10-28T20:46:07Z
29150732,chdr,165869,4,13667093,2012-10-28T20:46:08Z
29150745,Nighto,12293,5,21430233,2014-03-31T23:23:28Z
29150765,Helio Coutinho,1819774,5,20857224,2014-03-02T01:32:36Z
29150781,Helio Coutinho,1819774,7,20857224,2014-03-02T01:32:36Z
29150797,TrevorInserts,1854688,6,20292932,2014-01-31T00:33:30Z
29150807,Helio Coutinho,1819774,6,20860420,2014-03-02T09:10:11Z
29150842,Helio Coutinho,1819774,5,20896292,2014-03-03T20:03:54Z
29150849,Helio Coutinho,1819774,5,20896292,2014-03-03T20:03:54Z
29150861,Helio Coutinho,1819774,6,20896292,2014-03-03T20:03:54Z
29150869,Helio Coutinho,1819774,5,20896292,2014-03-03T20:03:54Z
29150873,Helio Coutinho,1819774,4,20896292,2014-03-03T20:03:54Z
29150881,Helio Coutinho,1819774,6,20896292,2014-03-03T20:03:55Z
29150891,Helio Coutinho,1819774,8,20896292,2014-03-03T20:03:55Z
29150998,Helio Coutinho,1819774,7,20857047,2014-03-02T01:07:44Z
29151023,ftrebien,401472,8,21468652,2014-04-03T03:09:38Z
29151064,erickdeoliveiraleal,463504,10,40821387,2016-07-18T15:16:08Z
29151132,Skippern,31385,1,538597,2008-12-21T18:25:22Z
29151144,Alexandrecw,893594,2,23184961,2014-06-26T13:43:03Z
29151152,Alexandrecw,893594,2,23184961,2014-06-26T13:43:03Z
29151158,Alexandrecw,893594,2,23184961,2014-06-26T13:43:03Z
29151165,Skippern,31385,1,538597,2008-12-21T18:25:53Z
29151178,BugBuster,166129,2,2672650,2009-09-29T05:14:34Z
29151187,Alexandrecw,893594,3,23184961,2014-06-26T13:43:02Z
29151198,Alexandrecw,893594,2,23184961,2014-06-26T13:43:02Z
29151293,chdr,165869,5,13664257,2012-10-28T17:14:25Z
29151361,TrevorInserts,1854688,5,20220096,2014-01-26T23:03:14Z
29151422,Alexandrecw,893594,4,23184961,2014-06-26T13:43:03Z
29151447,Geaquinto,481662,3,13433250,2012-10-09T21:10:32Z
29151554,ftrebien,401472,7,21468652,2014-04-03T03:09:04Z
29151575,chdr,165869,6,13667093,2012-10-28T20:45:54Z
29151625,Skippern,31385,1,538597,2008-12-21T18:33:24Z
29151631,Skippern,31385,1,538597,2008-12-21T18:33:28Z
29151655,chdr,165869,2,13667093,2012-10-28T20:45:56Z
29151706,Helio Coutinho,1819774,3,20857047,2014-03-02T01:07:44Z
29151771,chdr,165869,2,13664257,2012-10-28T17:14:26Z
29151790,chdr,165869,2,13664257,2012-10-28T17:14:26Z
29151809,TrevorInserts,1854688,5,20292932,2014-01-31T00:33:31Z
29151885,chdr,165869,3,13664257,2012-10-28T17:14:27Z
29151905,chdr,165869,2,13667093,2012-10-28T20:45:57Z
29151921,chdr,165869,3,13667093,2012-10-28T20:45:57Z
29151933,chdr,165869,2,13667093,2012-10-28T20:45:57Z
29151946,Helio Coutinho,1819774,4,20860362,2014-03-02T09:04:20Z
29151959,Nighto,12293,4,21430207,2014-03-31T23:20:41Z
29151976,Alexandrecw,893594,4,23184961,2014-06-26T13:43:02Z
29152555,ftrebien,401472,10,21468652,2014-04-03T03:03:57Z
29152690,Francyni,3857000,13,38762697,2016-04-21T17:08:37Z
29152716,ftrebien,401472,7,21468652,2014-04-03T03:17:51Z
29152745,Eddiebr,1897682,8,20141831,2014-01-22T13:56:14Z
29152758,dbusse,149876,3,37559875,2016-03-02T06:15:48Z
29152767,jose seggia,1429023,3,20929521,2014-03-05T12:47:46Z
29152780,Geaquinto,481662,3,13379860,2012-10-06T01:40:20Z
29152794,Helio Coutinho,1819774,3,22390839,2014-05-17T15:32:46Z
29152805,Helio Coutinho,1819774,7,22390839,2014-05-17T15:32:46Z
29152810,ftrebien,401472,6,21468652,2014-04-03T03:00:40Z
29152818,jose seggia,1429023,2,20929698,2014-03-05T12:54:15Z
29152822,Helio Coutinho,1819774,2,22390839,2014-05-17T15:32:46Z
29152834,jose seggia,1429023,10,20863768,2014-03-02T12:59:08Z
29152847,Alexandrecw,893594,3,13360633,2012-10-04T13:24:02Z
29152857,jose seggia,1429023,2,20929635,2014-03-05T12:51:52Z
29152881,jose seggia,1429023,2,20929635,2014-03-05T12:51:52Z
29152891,Helio Coutinho,1819774,3,19355452,2013-12-09T09:54:03Z
29152901,dbusse,149876,13,37559875,2016-03-02T06:15:52Z
29152915,jose seggia,1429023,3,20929635,2014-03-05T12:51:52Z
29152925,ftrebien,401472,4,21468652,2014-04-03T03:09:03Z
29152950,ftrebien,401472,4,21468652,2014-04-03T03:06:51Z
29152959,jose seggia,1429023,3,20929572,2014-03-05T12:49:48Z
29153127,Helio Coutinho,1819774,3,20857047,2014-03-02T01:07:44Z
29153155,chdr,165869,2,13653123,2012-10-27T18:59:11Z
29153177,chdr,165869,3,13653123,2012-10-27T18:59:11Z
29153192,chdr,165869,4,13653123,2012-10-27T18:59:11Z
29153215,chdr,165869,2,13653123,2012-10-27T18:59:11Z
29153227,chdr,165869,3,13653123,2012-10-27T18:59:11Z
29153244,Helio Coutinho,1819774,4,22435995,2014-05-20T01:05:27Z
